spec_id,tier,algorithm_class,language,threshold,survived,n,survival_rate
t2-ac3-001,t2,ac3,ocaml,60,118,120,0.9833
t2-ac3-001,t2,ac3,ocaml,70,118,120,0.9833
t2-ac3-001,t2,ac3,ocaml,80,118,120,0.9833
t2-ac3-001,t2,ac3,ocaml,60,118,120,0.9833
t2-ac3-001,t2,ac3,ocaml,70,118,120,0.9833
t2-ac3-001,t2,ac3,ocaml,80,118,120,0.9833
t2-ac3-001,t2,ac3,ocaml,60,118,120,0.9833
t2-ac3-001,t2,ac3,ocaml,70,118,120,0.9833
t2-ac3-001,t2,ac3,ocaml,80,118,120,0.9833
t2-ac3-001,t2,ac3,go,60,118,120,0.9833
t2-ac3-001,t2,ac3,go,70,118,120,0.9833
t2-ac3-001,t2,ac3,go,80,118,120,0.9833
t2-ac3-001,t2,ac3,go,60,118,120,0.9833
t2-ac3-001,t2,ac3,go,70,118,120,0.9833
t2-ac3-001,t2,ac3,go,80,118,120,0.9833
t2-ac3-001,t2,ac3,go,60,118,120,0.9833
t2-ac3-001,t2,ac3,go,70,118,120,0.9833
t2-ac3-001,t2,ac3,go,80,118,120,0.9833
t2-ac3-001,t2,ac3,typescript,60,118,120,0.9833
t2-ac3-001,t2,ac3,typescript,70,118,120,0.9833
t2-ac3-001,t2,ac3,typescript,80,118,120,0.9833
t2-ac3-001,t2,ac3,typescript,60,118,120,0.9833
t2-ac3-001,t2,ac3,typescript,70,118,120,0.9833
t2-ac3-001,t2,ac3,typescript,80,118,120,0.9833
t2-ac3-001,t2,ac3,typescript,60,118,120,0.9833
t2-ac3-001,t2,ac3,typescript,70,118,120,0.9833
t2-ac3-001,t2,ac3,typescript,80,118,120,0.9833
t2-ac3-002,t2,ac3,python,60,118,120,0.9833
t2-ac3-002,t2,ac3,python,70,118,120,0.9833
t2-ac3-002,t2,ac3,python,80,118,120,0.9833
t2-ac3-002,t2,ac3,python,60,118,120,0.9833
t2-ac3-002,t2,ac3,python,70,118,120,0.9833
t2-ac3-002,t2,ac3,python,80,118,120,0.9833
t2-ac3-002,t2,ac3,python,60,118,120,0.9833
t2-ac3-002,t2,ac3,python,70,118,120,0.9833
t2-ac3-002,t2,ac3,python,80,118,120,0.9833
t2-ac3-002,t2,ac3,rust,60,118,120,0.9833
t2-ac3-002,t2,ac3,rust,70,118,120,0.9833
t2-ac3-002,t2,ac3,rust,80,118,120,0.9833
t2-ac3-002,t2,ac3,rust,60,118,120,0.9833
t2-ac3-002,t2,ac3,rust,70,118,120,0.9833
t2-ac3-002,t2,ac3,rust,80,118,120,0.9833
t2-ac3-002,t2,ac3,rust,60,118,120,0.9833
t2-ac3-002,t2,ac3,rust,70,118,120,0.9833
t2-ac3-002,t2,ac3,rust,80,118,120,0.9833
t2-ac3-002,t2,ac3,haskell,60,118,120,0.9833
t2-ac3-002,t2,ac3,haskell,70,118,120,0.9833
t2-ac3-002,t2,ac3,haskell,80,118,120,0.9833
t2-ac3-002,t2,ac3,haskell,60,118,120,0.9833
t2-ac3-002,t2,ac3,haskell,70,118,120,0.9833
t2-ac3-002,t2,ac3,haskell,80,118,120,0.9833
t2-ac3-002,t2,ac3,haskell,60,118,120,0.9833
t2-ac3-002,t2,ac3,haskell,70,118,120,0.9833
t2-ac3-002,t2,ac3,haskell,80,118,120,0.9833
t2-ac3-002,t2,ac3,ocaml,60,118,120,0.9833
t2-ac3-002,t2,ac3,ocaml,70,118,120,0.9833
t2-ac3-002,t2,ac3,ocaml,80,118,120,0.9833
t2-ac3-002,t2,ac3,ocaml,60,118,120,0.9833
t2-ac3-002,t2,ac3,ocaml,70,118,120,0.9833
t2-ac3-002,t2,ac3,ocaml,80,118,120,0.9833
t2-ac3-002,t2,ac3,ocaml,60,118,120,0.9833
t2-ac3-002,t2,ac3,ocaml,70,118,120,0.9833
t2-ac3-002,t2,ac3,ocaml,80,118,120,0.9833
t2-ac3-002,t2,ac3,go,60,118,120,0.9833
t2-ac3-002,t2,ac3,go,70,118,120,0.9833
t2-ac3-002,t2,ac3,go,80,118,120,0.9833
t2-ac3-002,t2,ac3,go,60,118,120,0.9833
t2-ac3-002,t2,ac3,go,70,118,120,0.9833
t2-ac3-002,t2,ac3,go,80,118,120,0.9833
t2-ac3-002,t2,ac3,go,60,118,120,0.9833
t2-ac3-002,t2,ac3,go,70,118,120,0.9833
t2-ac3-002,t2,ac3,go,80,118,120,0.9833
t2-ac3-002,t2,ac3,typescript,60,118,120,0.9833
t2-ac3-002,t2,ac3,typescript,70,118,120,0.9833
t2-ac3-002,t2,ac3,typescript,80,118,120,0.9833
t2-ac3-002,t2,ac3,typescript,60,118,120,0.9833
t2-ac3-002,t2,ac3,typescript,70,118,120,0.9833
t2-ac3-002,t2,ac3,typescript,80,118,120,0.9833
t2-ac3-002,t2,ac3,typescript,60,118,120,0.9833
t2-ac3-002,t2,ac3,typescript,70,118,120,0.9833
t2-ac3-002,t2,ac3,typescript,80,118,120,0.9833
t2-ac4-001,t2,ac4,python,60,118,120,0.9833
t2-ac4-001,t2,ac4,python,70,118,120,0.9833
t2-ac4-001,t2,ac4,python,80,118,120,0.9833
t2-ac4-001,t2,ac4,python,60,118,120,0.9833
t2-ac4-001,t2,ac4,python,70,118,120,0.9833
t2-ac4-001,t2,ac4,python,80,118,120,0.9833
t2-ac4-001,t2,ac4,python,60,118,120,0.9833
t2-ac4-001,t2,ac4,python,70,118,120,0.9833
t2-ac4-001,t2,ac4,python,80,118,120,0.9833
t2-ac4-001,t2,ac4,rust,60,118,120,0.9833
t2-ac4-001,t2,ac4,rust,70,118,120,0.9833
t2-ac4-001,t2,ac4,rust,80,118,120,0.9833
t2-ac4-001,t2,ac4,rust,60,118,120,0.9833
t2-ac4-001,t2,ac4,rust,70,118,120,0.9833
t2-ac4-001,t2,ac4,rust,80,118,120,0.9833
t2-ac4-001,t2,ac4,rust,60,118,120,0.9833
t2-ac4-001,t2,ac4,rust,70,118,120,0.9833
t2-ac4-001,t2,ac4,rust,80,118,120,0.9833
t2-ac4-001,t2,ac4,haskell,60,118,120,0.9833
t2-ac4-001,t2,ac4,haskell,70,118,120,0.9833
t2-ac4-001,t2,ac4,haskell,80,118,120,0.9833
t2-ac4-001,t2,ac4,haskell,60,118,120,0.9833
t2-ac4-001,t2,ac4,haskell,70,118,120,0.9833
t2-ac4-001,t2,ac4,haskell,80,118,120,0.9833
t2-ac4-001,t2,ac4,haskell,60,118,120,0.9833
t2-ac4-001,t2,ac4,haskell,70,118,120,0.9833
t2-ac4-001,t2,ac4,haskell,80,118,120,0.9833
t2-ac4-001,t2,ac4,ocaml,60,118,120,0.9833
t2-ac4-001,t2,ac4,ocaml,70,118,120,0.9833
t2-ac4-001,t2,ac4,ocaml,80,118,120,0.9833
t2-ac4-001,t2,ac4,ocaml,60,118,120,0.9833
t2-ac4-001,t2,ac4,ocaml,70,118,120,0.9833
t2-ac4-001,t2,ac4,ocaml,80,118,120,0.9833
t2-ac4-001,t2,ac4,ocaml,60,118,120,0.9833
t2-ac4-001,t2,ac4,ocaml,70,118,120,0.9833
t2-ac4-001,t2,ac4,ocaml,80,118,120,0.9833
t2-ac4-001,t2,ac4,go,60,118,120,0.9833
t2-ac4-001,t2,ac4,go,70,118,120,0.9833
t2-ac4-001,t2,ac4,go,80,118,120,0.9833
t2-ac4-001,t2,ac4,go,60,118,120,0.9833
t2-ac4-001,t2,ac4,go,70,118,120,0.9833
t2-ac4-001,t2,ac4,go,80,118,120,0.9833
t2-ac4-001,t2,ac4,go,60,118,120,0.9833
t2-ac4-001,t2,ac4,go,70,118,120,0.9833
t2-ac4-001,t2,ac4,go,80,118,120,0.9833
t2-ac4-001,t2,ac4,typescript,60,118,120,0.9833
t2-ac4-001,t2,ac4,typescript,70,118,120,0.9833
t2-ac4-001,t2,ac4,typescript,80,118,120,0.9833
t2-ac4-001,t2,ac4,typescript,60,118,120,0.9833
t2-ac4-001,t2,ac4,typescript,70,118,120,0.9833
t2-ac4-001,t2,ac4,typescript,80,118,120,0.9833
t2-ac4-001,t2,ac4,typescript,60,118,120,0.9833
t2-ac4-001,t2,ac4,typescript,70,118,120,0.9833
t2-ac4-001,t2,ac4,typescript,80,118,120,0.9833
t3-ac2-001,t3,ac2,python,60,118,120,0.9833
t3-ac2-001,t3,ac2,python,70,118,120,0.9833
t3-ac2-001,t3,ac2,python,80,118,120,0.9833
t3-ac2-001,t3,ac2,python,60,118,120,0.9833
t3-ac2-001,t3,ac2,python,70,118,120,0.9833
t3-ac2-001,t3,ac2,python,80,118,120,0.9833
t3-ac2-001,t3,ac2,python,60,118,120,0.9833
t3-ac2-001,t3,ac2,python,70,118,120,0.9833
t3-ac2-001,t3,ac2,python,80,118,120,0.9833
t3-ac2-001,t3,ac2,rust,60,118,120,0.9833
t3-ac2-001,t3,ac2,rust,70,118,120,0.9833
t3-ac2-001,t3,ac2,rust,80,118,120,0.9833
t3-ac2-001,t3,ac2,rust,60,118,120,0.9833
t3-ac2-001,t3,ac2,rust,70,118,120,0.9833
t3-ac2-001,t3,ac2,rust,80,118,120,0.9833
t3-ac2-001,t3,ac2,rust,60,118,120,0.9833
t3-ac2-001,t3,ac2,rust,70,118,120,0.9833
t3-ac2-001,t3,ac2,rust,80,118,120,0.9833
t3-ac2-001,t3,ac2,haskell,60,118,120,0.9833
t3-ac2-001,t3,ac2,haskell,70,118,120,0.9833
t3-ac2-001,t3,ac2,haskell,80,118,120,0.9833
t3-ac2-001,t3,ac2,haskell,60,118,120,0.9833
t3-ac2-001,t3,ac2,haskell,70,118,120,0.9833
t3-ac2-001,t3,ac2,haskell,80,118,120,0.9833
t3-ac2-001,t3,ac2,haskell,60,118,120,0.9833
t3-ac2-001,t3,ac2,haskell,70,118,120,0.9833
t3-ac2-001,t3,ac2,haskell,80,118,120,0.9833
t3-ac2-001,t3,ac2,ocaml,60,118,120,0.9833
t3-ac2-001,t3,ac2,ocaml,70,118,120,0.9833
t3-ac2-001,t3,ac2,ocaml,80,118,120,0.9833
t3-ac2-001,t3,ac2,ocaml,60,118,120,0.9833
t3-ac2-001,t3,ac2,ocaml,70,118,120,0.9833
t3-ac2-001,t3,ac2,ocaml,80,118,120,0.9833
t3-ac2-001,t3,ac2,ocaml,60,118,120,0.9833
t3-ac2-001,t3,ac2,ocaml,70,118,120,0.9833
t3-ac2-001,t3,ac2,ocaml,80,118,120,0.9833
t3-ac2-001,t3,ac2,go,60,118,120,0.9833
t3-ac2-001,t3,ac2,go,70,118,120,0.9833
t3-ac2-001,t3,ac2,go,80,118,120,0.9833
t3-ac2-001,t3,ac2,go,60,118,120,0.9833
t3-ac2-001,t3,ac2,go,70,118,120,0.9833
t3-ac2-001,t3,ac2,go,80,118,120,0.9833
t3-ac2-001,t3,ac2,go,60,118,120,0.9833
t3-ac2-001,t3,ac2,go,70,118,120,0.9833
t3-ac2-001,t3,ac2,go,80,118,120,0.9833
t3-ac2-001,t3,ac2,typescript,60,118,120,0.9833
t3-ac2-001,t3,ac2,typescript,70,118,120,0.9833
t3-ac2-001,t3,ac2,typescript,80,118,120,0.9833
t3-ac2-001,t3,ac2,typescript,60,118,120,0.9833
t3-ac2-001,t3,ac2,typescript,70,118,120,0.9833
t3-ac2-001,t3,ac2,typescript,80,118,120,0.9833
t3-ac2-001,t3,ac2,typescript,60,118,120,0.9833
t3-ac2-001,t3,ac2,typescript,70,118,120,0.9833
t3-ac2-001,t3,ac2,typescript,80,118,120,0.9833
t3-ac2-002,t3,ac2,python,60,118,120,0.9833
t3-ac2-002,t3,ac2,python,70,118,120,0.9833
t3-ac2-002,t3,ac2,python,80,118,120,0.9833
t3-ac2-002,t3,ac2,python,60,118,120,0.9833
t3-ac2-002,t3,ac2,python,70,118,120,0.9833
t3-ac2-002,t3,ac2,python,80,118,120,0.9833
t3-ac2-002,t3,ac2,python,60,118,120,0.9833
t3-ac2-002,t3,ac2,python,70,118,120,0.9833
t3-ac2-002,t3,ac2,python,80,118,120,0.9833
t3-ac2-002,t3,ac2,rust,60,118,120,0.9833
t3-ac2-002,t3,ac2,rust,70,118,120,0.9833
t3-ac2-002,t3,ac2,rust,80,118,120,0.9833
t3-ac2-002,t3,ac2,rust,60,118,120,0.9833
t3-ac2-002,t3,ac2,rust,70,118,120,0.9833
t3-ac2-002,t3,ac2,rust,80,118,120,0.9833
t3-ac2-002,t3,ac2,rust,60,118,120,0.9833
t3-ac2-002,t3,ac2,rust,70,118,120,0.9833
t3-ac2-002,t3,ac2,rust,80,118,120,0.9833
t3-ac2-002,t3,ac2,haskell,60,118,120,0.9833
t3-ac2-002,t3,ac2,haskell,70,118,120,0.9833
t3-ac2-002,t3,ac2,haskell,80,118,120,0.9833
t3-ac2-002,t3,ac2,haskell,60,118,120,0.9833
t3-ac2-002,t3,ac2,haskell,70,118,120,0.9833
t3-ac2-002,t3,ac2,haskell,80,118,120,0.9833
t3-ac2-002,t3,ac2,haskell,60,118,120,0.9833
t3-ac2-002,t3,ac2,haskell,70,118,120,0.9833
t3-ac2-002,t3,ac2,haskell,80,118,120,0.9833
t3-ac2-002,t3,ac2,ocaml,60,118,120,0.9833
t3-ac2-002,t3,ac2,ocaml,70,118,120,0.9833
t3-ac2-002,t3,ac2,ocaml,80,118,120,0.9833
t3-ac2-002,t3,ac2,ocaml,60,118,120,0.9833
t3-ac2-002,t3,ac2,ocaml,70,118,120,0.9833
t3-ac2-002,t3,ac2,ocaml,80,118,120,0.9833
t3-ac2-002,t3,ac2,ocaml,60,118,120,0.9833
t3-ac2-002,t3,ac2,ocaml,70,118,120,0.9833
t3-ac2-002,t3,ac2,ocaml,80,118,120,0.9833
t3-ac2-002,t3,ac2,go,60,118,120,0.9833
t3-ac2-002,t3,ac2,go,70,118,120,0.9833
t3-ac2-002,t3,ac2,go,80,118,120,0.9833
t3-ac2-002,t3,ac2,go,60,118,120,0.9833
t3-ac2-002,t3,ac2,go,70,118,120,0.9833
t3-ac2-002,t3,ac2,go,80,118,120,0.9833
t3-ac2-002,t3,ac2,go,60,118,120,0.9833
t3-ac2-002,t3,ac2,go,70,118,120,0.9833
t3-ac2-002,t3,ac2,go,80,118,120,0.9833
t3-ac2-002,t3,ac2,typescript,60,118,120,0.9833
t3-ac2-002,t3,ac2,typescript,70,118,120,0.9833
t3-ac2-002,t3,ac2,typescript,80,118,120,0.9833
t3-ac2-002,t3,ac2,typescript,60,118,120,0.9833
t3-ac2-002,t3,ac2,typescript,70,118,120,0.9833
t3-ac2-002,t3,ac2,typescript,80,118,120,0.9833
t3-ac2-002,t3,ac2,typescript,60,118,120,0.9833
t3-ac2-002,t3,ac2,typescript,70,118,120,0.9833
t3-ac2-002,t3,ac2,typescript,80,118,120,0.9833
t3-ac3-001,t3,ac3,python,60,118,120,0.9833
t3-ac3-001,t3,ac3,python,70,118,120,0.9833
t3-ac3-001,t3,ac3,python,80,118,120,0.9833
t3-ac3-001,t3,ac3,python,60,118,120,0.9833
t3-ac3-001,t3,ac3,python,70,118,120,0.9833
t3-ac3-001,t3,ac3,python,80,118,120,0.9833
t3-ac3-001,t3,ac3,python,60,118,120,0.9833
t3-ac3-001,t3,ac3,python,70,118,120,0.9833
t3-ac3-001,t3,ac3,python,80,118,120,0.9833
t3-ac3-001,t3,ac3,rust,60,118,120,0.9833
t3-ac3-001,t3,ac3,rust,70,118,120,0.9833
t3-ac3-001,t3,ac3,rust,80,118,120,0.9833
t3-ac3-001,t3,ac3,rust,60,118,120,0.9833
t3-ac3-001,t3,ac3,rust,70,118,120,0.9833
t3-ac3-001,t3,ac3,rust,80,118,120,0.9833
t3-ac3-001,t3,ac3,rust,60,118,120,0.9833
t3-ac3-001,t3,ac3,rust,70,118,120,0.9833
t3-ac3-001,t3,ac3,rust,80,118,120,0.9833
t3-ac3-001,t3,ac3,haskell,60,118,120,0.9833
t3-ac3-001,t3,ac3,haskell,70,118,120,0.9833
t3-ac3-001,t3,ac3,haskell,80,118,120,0.9833
t3-ac3-001,t3,ac3,haskell,60,118,120,0.9833
t3-ac3-001,t3,ac3,haskell,70,118,120,0.9833
t3-ac3-001,t3,ac3,haskell,80,118,120,0.9833
t3-ac3-001,t3,ac3,haskell,60,118,120,0.9833
t3-ac3-001,t3,ac3,haskell,70,118,120,0.9833
t3-ac3-001,t3,ac3,haskell,80,118,120,0.9833
t3-ac3-001,t3,ac3,ocaml,60,118,120,0.9833
t3-ac3-001,t3,ac3,ocaml,70,118,120,0.9833
t3-ac3-001,t3,ac3,ocaml,80,118,120,0.9833
t3-ac3-001,t3,ac3,ocaml,60,118,120,0.9833
t3-ac3-001,t3,ac3,ocaml,70,118,120,0.9833
t3-ac3-001,t3,ac3,ocaml,80,118,120,0.9833
t3-ac3-001,t3,ac3,ocaml,60,118,120,0.9833
t3-ac3-001,t3,ac3,ocaml,70,118,120,0.9833
t3-ac3-001,t3,ac3,ocaml,80,118,120,0.9833
t3-ac3-001,t3,ac3,go,60,118,120,0.9833
t3-ac3-001,t3,ac3,go,70,118,120,0.9833
t3-ac3-001,t3,ac3,go,80,118,120,0.9833
t3-ac3-001,t3,ac3,go,60,118,120,0.9833
t3-ac3-001,t3,ac3,go,70,118,120,0.9833
t3-ac3-001,t3,ac3,go,80,118,120,0.9833
t3-ac3-001,t3,ac3,go,60,118,120,0.9833
t3-ac3-001,t3,ac3,go,70,118,120,0.9833
t3-ac3-001,t3,ac3,go,80,118,120,0.9833
t3-ac3-001,t3,ac3,typescript,60,118,120,0.9833
t3-ac3-001,t3,ac3,typescript,70,118,120,0.9833
t3-ac3-001,t3,ac3,typescript,80,118,120,0.9833
t3-ac3-001,t3,ac3,typescript,60,118,120,0.9833
t3-ac3-001,t3,ac3,typescript,70,118,120,0.9833
t3-ac3-001,t3,ac3,typescript,80,118,120,0.9833
t3-ac3-001,t3,ac3,typescript,60,118,120,0.9833
t3-ac3-001,t3,ac3,typescript,70,118,120,0.9833
t3-ac3-001,t3,ac3,typescript,80,118,120,0.9833
t3-ac4-001,t3,ac4,python,60,118,120,0.9833
t3-ac4-001,t3,ac4,python,70,118,120,0.9833
t3-ac4-001,t3,ac4,python,80,118,120,0.9833
t3-ac4-001,t3,ac4,python,60,118,120,0.9833
t3-ac4-001,t3,ac4,python,70,118,120,0.9833
t3-ac4-001,t3,ac4,python,80,118,120,0.9833
t3-ac4-001,t3,ac4,python,60,118,120,0.9833
t3-ac4-001,t3,ac4,python,70,118,120,0.9833
t3-ac4-001,t3,ac4,python,80,118,120,0.9833
t3-ac4-001,t3,ac4,rust,60,118,120,0.9833
t3-ac4-001,t3,ac4,rust,70,118,120,0.9833
t3-ac4-001,t3,ac4,rust,80,118,120,0.9833
t3-ac4-001,t3,ac4,rust,60,118,120,0.9833
t3-ac4-001,t3,ac4,rust,70,118,120,0.9833
t3-ac4-001,t3,ac4,rust,80,118,120,0.9833
t3-ac4-001,t3,ac4,rust,60,118,120,0.9833
t3-ac4-001,t3,ac4,rust,70,118,120,0.9833
t3-ac4-001,t3,ac4,rust,80,118,120,0.9833
t3-ac4-001,t3,ac4,haskell,60,118,120,0.9833
t3-ac4-001,t3,ac4,haskell,70,118,120,0.9833
t3-ac4-001,t3,ac4,haskell,80,118,120,0.9833
t3-ac4-001,t3,ac4,haskell,60,118,120,0.9833
t3-ac4-001,t3,ac4,haskell,70,118,120,0.9833
t3-ac4-001,t3,ac4,haskell,80,118,120,0.9833
t3-ac4-001,t3,ac4,haskell,60,118,120,0.9833
t3-ac4-001,t3,ac4,haskell,70,118,120,0.9833
t3-ac4-001,t3,ac4,haskell,80,118,120,0.9833
t3-ac4-001,t3,ac4,ocaml,60,118,120,0.9833
t3-ac4-001,t3,ac4,ocaml,70,118,120,0.9833
t3-ac4-001,t3,ac4,ocaml,80,118,120,0.9833
t3-ac4-001,t3,ac4,ocaml,60,118,120,0.9833
t3-ac4-001,t3,ac4,ocaml,70,118,120,0.9833
t3-ac4-001,t3,ac4,ocaml,80,118,120,0.9833
t3-ac4-001,t3,ac4,ocaml,60,118,120,0.9833
t3-ac4-001,t3,ac4,ocaml,70,118,120,0.9833
t3-ac4-001,t3,ac4,ocaml,80,118,120,0.9833
t3-ac4-001,t3,ac4,go,60,118,120,0.9833
t3-ac4-001,t3,ac4,go,70,118,120,0.9833
t3-ac4-001,t3,ac4,go,80,118,120,0.9833
t3-ac4-001,t3,ac4,go,60,118,120,0.9833
t3-ac4-001,t3,ac4,go,70,118,120,0.9833
t3-ac4-001,t3,ac4,go,80,118,120,0.9833
t3-ac4-001,t3,ac4,go,60,118,120,0.9833
t3-ac4-001,t3,ac4,go,70,118,120,0.9833
t3-ac4-001,t3,ac4,go,80,118,120,0.9833
t3-ac4-001,t3,ac4,typescript,60,118,120,0.9833
t3-ac4-001,t3,ac4,typescript,70,118,120,0.9833
t3-ac4-001,t3,ac4,typescript,80,118,120,0.9833
t3-ac4-001,t3,ac4,typescript,60,118,120,0.9833
t3-ac4-001,t3,ac4,typescript,70,118,120,0.9833
t3-ac4-001,t3,ac4,typescript,80,118,120,0.9833
t3-ac4-001,t3,ac4,typescript,60,118,120,0.9833
t3-ac4-001,t3,ac4,typescript,70,118,120,0.9833
t3-ac4-001,t3,ac4,typescript,80,118,120,0.9833
t3-ac4-002,t3,ac4,python,60,118,120,0.9833
t3-ac4-002,t3,ac4,python,70,118,120,0.9833
t3-ac4-002,t3,ac4,python,80,118,120,0.9833
t3-ac4-002,t3,ac4,python,60,118,120,0.9833
t3-ac4-002,t3,ac4,python,70,118,120,0.9833
t3-ac4-002,t3,ac4,python,80,118,120,0.9833
t3-ac4-002,t3,ac4,python,60,118,120,0.9833
t3-ac4-002,t3,ac4,python,70,118,120,0.9833
t3-ac4-002,t3,ac4,python,80,118,120,0.9833
t3-ac4-002,t3,ac4,rust,60,118,120,0.9833
t3-ac4-002,t3,ac4,rust,70,118,120,0.9833
t3-ac4-002,t3,ac4,rust,80,118,120,0.9833
t3-ac4-002,t3,ac4,rust,60,118,120,0.9833
t3-ac4-002,t3,ac4,rust,70,118,120,0.9833
t3-ac4-002,t3,ac4,rust,80,118,120,0.9833
t3-ac4-002,t3,ac4,rust,60,118,120,0.9833
t3-ac4-002,t3,ac4,rust,70,118,120,0.9833
t3-ac4-002,t3,ac4,rust,80,118,120,0.9833
t3-ac4-002,t3,ac4,haskell,60,118,120,0.9833
t3-ac4-002,t3,ac4,haskell,70,118,120,0.9833
t3-ac4-002,t3,ac4,haskell,80,118,120,0.9833
t3-ac4-002,t3,ac4,haskell,60,118,120,0.9833
t3-ac4-002,t3,ac4,haskell,70,118,120,0.9833
t3-ac4-002,t3,ac4,haskell,80,118,120,0.9833
t3-ac4-002,t3,ac4,haskell,60,118,120,0.9833
t3-ac4-002,t3,ac4,haskell,70,118,120,0.9833
t3-ac4-002,t3,ac4,haskell,80,118,120,0.9833
t3-ac4-002,t3,ac4,ocaml,60,118,120,0.9833
t3-ac4-002,t3,ac4,ocaml,70,118,120,0.9833
t3-ac4-002,t3,ac4,ocaml,80,118,120,0.9833
t3-ac4-002,t3,ac4,ocaml,60,118,120,0.9833
t3-ac4-002,t3,ac4,ocaml,70,118,120,0.9833
t3-ac4-002,t3,ac4,ocaml,80,118,120,0.9833
t3-ac4-002,t3,ac4,ocaml,60,118,120,0.9833
t3-ac4-002,t3,ac4,ocaml,70,118,120,0.9833
t3-ac4-002,t3,ac4,ocaml,80,118,120,0.9833
t3-ac4-002,t3,ac4,go,60,118,120,0.9833
t3-ac4-002,t3,ac4,go,70,118,120,0.9833
t3-ac4-002,t3,ac4,go,80,118,120,0.9833
t3-ac4-002,t3,ac4,go,60,118,120,0.9833
t3-ac4-002,t3,ac4,go,70,118,120,0.9833
t3-ac4-002,t3,ac4,go,80,118,120,0.9833
t3-ac4-002,t3,ac4,go,60,118,120,0.9833
t3-ac4-002,t3,ac4,go,70,118,120,0.9833
t3-ac4-002,t3,ac4,go,80,118,120,0.9833
t3-ac4-002,t3,ac4,typescript,60,118,120,0.9833
t3-ac4-002,t3,ac4,typescript,70,118,120,0.9833
t3-ac4-002,t3,ac4,typescript,80,118,120,0.9833
t3-ac4-002,t3,ac4,typescript,60,118,120,0.9833
t3-ac4-002,t3,ac4,typescript,70,118,120,0.9833
t3-ac4-002,t3,ac4,typescript,80,118,120,0.9833
t3-ac4-002,t3,ac4,typescript,60,118,120,0.9833
t3-ac4-002,t3,ac4,typescript,70,118,120,0.9833
t3-ac4-002,t3,ac4,typescript,80,118,120,0.9833
t4-ac4-001,t4,ac4,python,60,118,120,0.9833
t4-ac4-001,t4,ac4,python,70,118,120,0.9833
t4-ac4-001,t4,ac4,python,80,118,120,0.9833
t4-ac4-001,t4,ac4,python,60,118,120,0.9833
t4-ac4-001,t4,ac4,python,70,118,120,0.9833
t4-ac4-001,t4,ac4,python,80,118,120,0.9833
t4-ac4-001,t4,ac4,python,60,118,120,0.9833
t4-ac4-001,t4,ac4,python,70,118,120,0.9833
t4-ac4-001,t4,ac4,python,80,118,120,0.9833
t4-ac4-001,t4,ac4,rust,60,118,120,0.9833
t4-ac4-001,t4,ac4,rust,70,118,120,0.9833
t4-ac4-001,t4,ac4,rust,80,118,120,0.9833
t4-ac4-001,t4,ac4,rust,60,118,120,0.9833
t4-ac4-001,t4,ac4,rust,70,118,120,0.9833
t4-ac4-001,t4,ac4,rust,80,118,120,0.9833
t4-ac4-001,t4,ac4,rust,60,118,120,0.9833
t4-ac4-001,t4,ac4,rust,70,118,120,0.9833
t4-ac4-001,t4,ac4,rust,80,118,120,0.9833
t4-ac4-001,t4,ac4,haskell,60,118,120,0.9833
t4-ac4-001,t4,ac4,haskell,70,118,120,0.9833
t4-ac4-001,t4,ac4,haskell,80,118,120,0.9833
t4-ac4-001,t4,ac4,haskell,60,118,120,0.9833
t4-ac4-001,t4,ac4,haskell,70,118,120,0.9833
t4-ac4-001,t4,ac4,haskell,80,118,120,0.9833
t4-ac4-001,t4,ac4,haskell,60,118,120,0.9833
t4-ac4-001,t4,ac4,haskell,70,118,120,0.9833
t4-ac4-001,t4,ac4,haskell,80,118,120,0.9833
t4-ac4-001,t4,ac4,ocaml,60,118,120,0.9833
t4-ac4-001,t4,ac4,ocaml,70,118,120,0.9833
t4-ac4-001,t4,ac4,ocaml,80,118,120,0.9833
t4-ac4-001,t4,ac4,ocaml,60,118,120,0.9833
t4-ac4-001,t4,ac4,ocaml,70,118,120,0.9833
t4-ac4-001,t4,ac4,ocaml,80,118,120,0.9833
t4-ac4-001,t4,ac4,ocaml,60,118,120,0.9833
t4-ac4-001,t4,ac4,ocaml,70,118,120,0.9833
t4-ac4-001,t4,ac4,ocaml,80,118,120,0.9833
t4-ac4-001,t4,ac4,go,60,118,120,0.9833
t4-ac4-001,t4,ac4,go,70,118,120,0.9833
t4-ac4-001,t4,ac4,go,80,118,120,0.9833
t4-ac4-001,t4,ac4,go,60,118,120,0.9833
t4-ac4-001,t4,ac4,go,70,118,120,0.9833
t4-ac4-001,t4,ac4,go,80,118,120,0.9833
t4-ac4-001,t4,ac4,go,60,118,120,0.9833
t4-ac4-001,t4,ac4,go,70,118,120,0.9833
t4-ac4-001,t4,ac4,go,80,118,120,0.9833
t4-ac4-001,t4,ac4,typescript,60,118,120,0.9833
t4-ac4-001,t4,ac4,typescript,70,118,120,0.9833
t4-ac4-001,t4,ac4,typescript,80,118,120,0.9833
t4-ac4-001,t4,ac4,typescript,60,118,120,0.9833
t4-ac4-001,t4,ac4,typescript,70,118,120,0.9833
t4-ac4-001,t4,ac4,typescript,80,118,120,0.9833
t4-ac4-001,t4,ac4,typescript,60,118,120,0.9833
t4-ac4-001,t4,ac4,typescript,70,118,120,0.9833
t4-ac4-001,t4,ac4,typescript,80,118,120,0.9833
t4-ac4-002,t4,ac4,python,60,118,120,0.9833
